Country/Region,Province/State,Lat,Long,Date,Type,Cases,Cumulative Cases
Algeria,,28.0339,1.6596,2/10/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/11/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/12/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/13/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/14/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/15/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/16/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/17/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/18/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/19/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/20/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/21/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/22/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/23/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/24/20,Confirmed,0,0
Algeria,,28.0339,1.6596,2/25/20,Confirmed,1,1
Algeria,,28.0339,1.6596,2/26/20,Confirmed,0,1
Algeria,,28.0339,1.6596,2/27/20,Confirmed,0,1
Algeria,,28.0339,1.6596,2/28/20,Confirmed,0,1
Algeria,,28.0339,1.6596,2/29/20,Confirmed,0,1
Algeria,,28.0339,1.6596,3/1/20,Confirmed,0,1
Algeria,,28.0339,1.6596,3/2/20,Confirmed,2,3
Algeria,,28.0339,1.6596,3/3/20,Confirmed,2,5
Algeria,,28.0339,1.6596,3/4/20,Confirmed,7,12
Algeria,,28.0339,1.6596,3/5/20,Confirmed,0,12
Algeria,,28.0339,1.6596,3/6/20,Confirmed,5,17
Algeria,,28.0339,1.6596,3/7/20,Confirmed,0,17
Algeria,,28.0339,1.6596,3/8/20,Confirmed,2,19
Algeria,,28.0339,1.6596,3/9/20,Confirmed,1,20
Algeria,,28.0339,1.6596,3/10/20,Confirmed,0,20
Algeria,,28.0339,1.6596,3/11/20,Confirmed,0,20
Algeria,,28.0339,1.6596,3/12/20,Confirmed,4,24
Algeria,,28.0339,1.6596,3/13/20,Confirmed,2,26
Algeria,,28.0339,1.6596,3/14/20,Confirmed,11,37
Algeria,,28.0339,1.6596,3/15/20,Confirmed,11,48
Algeria,,28.0339,1.6596,3/16/20,Confirmed,6,54
Algeria,,28.0339,1.6596,3/17/20,Confirmed,6,60
Algeria,,28.0339,1.6596,3/18/20,Confirmed,14,74
Algeria,,28.0339,1.6596,3/19/20,Confirmed,13,87
Algeria,,28.0339,1.6596,3/20/20,Confirmed,3,90
Algeria,,28.0339,1.6596,3/21/20,Confirmed,49,139
Algeria,,28.0339,1.6596,3/22/20,Confirmed,62,201
Andorra,,42.5063,1.5218,1/22/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/23/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/24/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/25/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/26/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/27/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/28/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/29/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/30/20,Confirmed,0,0
Andorra,,42.5063,1.5218,1/31/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/1/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/2/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/3/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/4/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/5/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/6/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/7/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/8/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/9/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/10/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/11/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/12/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/13/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/14/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/15/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/16/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/17/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/18/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/19/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/20/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/21/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/22/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/23/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/24/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/25/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/26/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/27/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/28/20,Confirmed,0,0
Andorra,,42.5063,1.5218,2/29/20,Confirmed,0,0
Andorra,,42.5063,1.5218,3/1/20,Confirmed,0,0
Andorra,,42.5063,1.5218,3/2/20,Confirmed,1,1
Andorra,,42.5063,1.5218,3/3/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/4/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/5/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/6/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/7/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/8/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/9/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/10/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/11/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/12/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/13/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/14/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/15/20,Confirmed,0,1
Andorra,,42.5063,1.5218,3/16/20,Confirmed,1,2
Andorra,,42.5063,1.5218,3/17/20,Confirmed,37,39
Andorra,,42.5063,1.5218,3/18/20,Confirmed,0,39
Andorra,,42.5063,1.5218,3/19/20,Confirmed,14,53
Andorra,,42.5063,1.5218,3/20/20,Confirmed,22,75
Andorra,,42.5063,1.5218,3/21/20,Confirmed,13,88
Andorra,,42.5063,1.5218,3/22/20,Confirmed,25,113
Angola,,-11.2027,17.8739,1/22/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/23/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/24/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/25/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/26/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/27/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/28/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/29/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/30/20,Confirmed,0,0
Angola,,-11.2027,17.8739,1/31/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/1/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/2/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/3/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/4/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/5/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/6/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/7/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/8/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/9/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/10/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/11/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/12/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/13/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/14/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/15/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/16/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/17/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/18/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/19/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/20/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/21/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/22/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/23/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/24/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/25/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/26/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/27/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/28/20,Confirmed,0,0
Angola,,-11.2027,17.8739,2/29/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/1/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/2/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/3/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/4/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/5/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/6/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/7/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/8/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/9/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/10/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/11/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/12/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/13/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/14/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/15/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/16/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/17/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/18/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/19/20,Confirmed,0,0
Angola,,-11.2027,17.8739,3/20/20,Confirmed,1,1
Angola,,-11.2027,17.8739,3/21/20,Confirmed,1,2
Angola,,-11.2027,17.8739,3/22/20,Confirmed,0,2
Antigua and Barbuda,,17.0608,-61.7964,1/22/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/23/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/24/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/25/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/26/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/27/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/28/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/29/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/30/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,1/31/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/1/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/2/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/3/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/4/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/5/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/6/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/7/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/8/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/9/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/10/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/11/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/12/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/13/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/14/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/15/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/16/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/17/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/18/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/19/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/20/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/21/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/22/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/23/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/24/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/25/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/26/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/27/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/28/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,2/29/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/1/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/2/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/3/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/4/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/5/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/6/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/7/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/8/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/9/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/10/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/11/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/12/20,Confirmed,0,0
Antigua and Barbuda,,17.0608,-61.7964,3/13/20,Confirmed,1,1
Antigua and Barbuda,,17.0608,-61.7964,3/14/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/15/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/16/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/17/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/18/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/19/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/20/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/21/20,Confirmed,0,1
Antigua and Barbuda,,17.0608,-61.7964,3/22/20,Confirmed,0,1
Argentina,,-38.4161,-63.6167,1/22/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/23/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/24/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/25/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/26/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/27/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/28/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/29/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/30/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,1/31/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/1/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/2/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/3/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/4/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/5/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/6/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/7/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/8/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/9/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/10/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/11/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/12/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/13/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/14/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/15/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/16/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/17/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/18/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/19/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/20/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/21/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/22/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/23/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/24/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/25/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/26/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/27/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/28/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,2/29/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,3/1/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,3/2/20,Confirmed,0,0
Argentina,,-38.4161,-63.6167,3/3/20,Confirmed,1,1
Argentina,,-38.4161,-63.6167,3/4/20,Confirmed,0,1
Argentina,,-38.4161,-63.6167,3/5/20,Confirmed,0,1
Argentina,,-38.4161,-63.6167,3/6/20,Confirmed,1,2
Argentina,,-38.4161,-63.6167,3/7/20,Confirmed,6,8
Argentina,,-38.4161,-63.6167,3/8/20,Confirmed,4,12
Argentina,,-38.4161,-63.6167,3/9/20,Confirmed,0,12
Argentina,,-38.4161,-63.6167,3/10/20,Confirmed,5,17
Argentina,,-38.4161,-63.6167,3/11/20,Confirmed,2,19
Argentina,,-38.4161,-63.6167,3/12/20,Confirmed,0,19
Argentina,,-38.4161,-63.6167,3/13/20,Confirmed,12,31
Argentina,,-38.4161,-63.6167,3/14/20,Confirmed,3,34
Argentina,,-38.4161,-63.6167,3/15/20,Confirmed,11,45
Argentina,,-38.4161,-63.6167,3/16/20,Confirmed,11,56
Argentina,,-38.4161,-63.6167,3/17/20,Confirmed,12,68
Argentina,,-38.4161,-63.6167,3/18/20,Confirmed,11,79
Argentina,,-38.4161,-63.6167,3/19/20,Confirmed,18,97
Argentina,,-38.4161,-63.6167,3/20/20,Confirmed,31,128
Argentina,,-38.4161,-63.6167,3/21/20,Confirmed,30,158
Argentina,,-38.4161,-63.6167,3/22/20,Confirmed,108,266
